,Unnamed: 0,fixture_id,league_id,event_date,event_timestamp,round,status,status_short,home_team_id,home_team_name,away_team_id,away_team_name,goals_home_team,goals_away_team,winner
0,0,197543,711,2012-08-25T16:00:00+00:00,1345910400,1,Match Finished,FT,502,Fiorentina,494,Udinese,2,1,Fiorentina
1,1,197544,711,2012-08-25T18:45:00+00:00,1345920300,1,Match Finished,FT,496,Juventus,523,Parma,2,0,Juventus
2,2,197545,711,2012-08-26T16:00:00+00:00,1345996800,1,Match Finished,FT,489,AC Milan,498,Sampdoria,0,1,Sampdoria
3,3,197546,711,2012-08-26T18:45:00+00:00,1346006700,1,Match Finished,FT,499,Atalanta,487,Lazio,0,1,Lazio
4,4,197547,711,2012-08-26T18:45:00+00:00,1346006700,1,Match Finished,FT,491,Chievo,500,Bologna,2,0,Chievo
5,5,197548,711,2012-08-26T18:45:00+00:00,1346006700,1,Match Finished,FT,495,Genoa,490,Cagliari,2,0,Genoa
6,6,197549,711,2012-08-26T18:45:00+00:00,1346006700,1,Match Finished,FT,522,Palermo,492,Napoli,0,3,Napoli
7,7,197550,711,2012-08-26T18:45:00+00:00,1346006700,1,Match Finished,FT,525,Pescara,505,Inter,0,3,Inter
8,8,197551,711,2012-08-26T18:45:00+00:00,1346006700,1,Match Finished,FT,497,AS Roma,1580,Catania,2,2,draw
9,9,197552,711,2012-08-26T18:45:00+00:00,1346006700,1,Match Finished,FT,1583,Robur Siena,503,Torino,0,0,draw
10,10,197553,711,2012-09-01T16:00:00+00:00,1346515200,2,Match Finished,FT,503,Torino,525,Pescara,3,0,Torino
11,11,197554,711,2012-09-01T18:45:00+00:00,1346525100,2,Match Finished,FT,500,Bologna,489,AC Milan,1,3,AC Milan
12,12,197555,711,2012-09-02T16:00:00+00:00,1346601600,2,Match Finished,FT,494,Udinese,496,Juventus,1,4,Juventus
13,13,197556,711,2012-09-02T18:45:00+00:00,1346611500,2,Match Finished,FT,490,Cagliari,499,Atalanta,1,1,draw
14,14,197557,711,2012-09-02T18:45:00+00:00,1346611500,2,Match Finished,FT,1580,Catania,495,Genoa,3,2,Catania
15,15,197558,711,2012-09-02T18:45:00+00:00,1346611500,2,Match Finished,FT,505,Inter,497,AS Roma,1,3,AS Roma
16,16,197559,711,2012-09-02T18:45:00+00:00,1346611500,2,Match Finished,FT,487,Lazio,522,Palermo,3,0,Lazio
17,17,197560,711,2012-09-02T18:45:00+00:00,1346611500,2,Match Finished,FT,492,Napoli,502,Fiorentina,2,1,Napoli
18,18,197561,711,2012-09-02T18:45:00+00:00,1346611500,2,Match Finished,FT,523,Parma,491,Chievo,2,0,Parma
19,19,197562,711,2012-09-02T18:45:00+00:00,1346611500,2,Match Finished,FT,498,Sampdoria,1583,Robur Siena,2,1,Sampdoria
20,20,197563,711,2012-09-15T16:00:00+00:00,1347724800,3,Match Finished,FT,522,Palermo,490,Cagliari,1,1,draw
21,21,197564,711,2012-09-15T18:45:00+00:00,1347734700,3,Match Finished,FT,489,AC Milan,499,Atalanta,0,1,Atalanta
22,22,197565,711,2012-09-16T10:30:00+00:00,1347791400,3,Match Finished,FT,491,Chievo,487,Lazio,1,3,Lazio
23,23,197566,711,2012-09-16T13:00:00+00:00,1347800400,3,Match Finished,FT,502,Fiorentina,1580,Catania,2,0,Fiorentina
24,24,197567,711,2012-09-16T13:00:00+00:00,1347800400,3,Match Finished,FT,495,Genoa,496,Juventus,1,3,Juventus
25,25,197568,711,2012-09-16T13:00:00+00:00,1347800400,3,Match Finished,FT,492,Napoli,523,Parma,3,1,Napoli
26,26,197569,711,2012-09-16T13:00:00+00:00,1347800400,3,Match Finished,FT,525,Pescara,498,Sampdoria,2,3,Sampdoria
