Voti Fantacalcio 33 giornata di campionato,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Solo su www.fantacalcio.it i voti ufficiali per la tua lega,,,,,,,,,,,,,,,
QUESTO FILE NON PUO' ESSERE RIPRODOTTO NE' PUBBLICATO SU ALTRI SITI INTERNET,,,,,,,,,,,,,,,
E' DA CONSIDERARSI AD USO PERSONALE ESCLUSIVO DEGLI ISCRITTI DI FANTACALCIO.IT,,,,,,,,,,,,,,,
ATALANTA,,,,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass,Asf,Gdv,Gdp
2297,P,ROSSI F.,6,0,1,0,0,0,0,0,0,0,0,0,0
4,P,SPORTIELLO,6.5,0,1,0,0,0,0,0,0,0,0,0,0
4888,D,SUTALO,6,0,0,0,0,0,0,0,0,0,0,0,0
1847,D,CALDARA,5,0,0,0,0,0,0,0,0,0,0,0,0
4881,D,CZYBORRA,6,0,0,0,0,0,0,0,0,0,0,0,0
2197,D,CASTAGNE,6.5,0,0,0,0,0,0,0,0,0,0,0,0
787,D,DJIMSITI,6,0,0,0,0,0,0,0,0,0,0,0,0
2160,D,GOSENS,7.5,0,0,0,0,0,0,0,0,2,0,0,0
4887,D,BELLANOVA,6,0,0,0,0,0,0,0,0,0,0,0,0
4435,C,COLLEY E.,6.5,0,0,0,0,0,0,0,0,1,0,0,0
4890,C,TAMEZE,6,0,0,0,0,0,0,0,0,0,0,0,0
22,C,DE ROON,7.5,1,0,0,0,0,0,0,0,0,0,0,0
4427,C,MALINOVSKYI,8,1,0,0,0,0,0,0,0,2,0,1,0
2077,C,PASALIC,8.5,3,0,0,0,0,0,0,0,0,0,0,0
608,A,ZAPATA D.,7,1,0,0,0,0,0,0,0,0,0,0,0
4359,A,PICCOLI,5.5,0,0,0,0,0,0,0,0,0,0,0,0
684,ALL,GASPERINI,7.5,0,0,0,0,0,0,0,0,0,0,0,0
BOLOGNA,,,,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass,Asf,Gdv,Gdp
133,P,SKORUPSKI,6,0,1,0,0,0,0,0,0,0,0,0,0
4422,D,TOMIYASU,5,0,0,0,0,0,0,1,0,0,0,0,0
578,D,DANILO LAR.,6.5,0,0,0,0,0,0,0,0,0,0,0,0
4414,D,DENSWIL,6*,0,0,0,0,0,0,0,0,0,0,0,0
2746,D,DIJKS,6,0,0,0,0,0,0,0,0,0,0,0,0
50,D,MBAYE,6.5,0,0,0,0,0,0,0,0,0,0,0,0
4919,C,BALDURSSON,6,0,0,0,0,0,0,0,0,0,0,0,0
1858,C,KREJCI,5.5,0,0,0,0,0,0,0,0,0,0,0,0
374,C,POLI,6,0,0,0,0,0,0,0,0,0,0,0,0
2625,C,SORIANO,7,0,0,0,0,0,0,0,0,1,0,0,0
272,C,MEDEL,6,0,0,0,0,0,0,0,0,0,0,0,0
4869,C,DOMINGUEZ,6,0,0,0,0,0,0,0,0,0,0,0,0
4415,A,SKOV OLSEN,5,0,0,0,0,0,0,0,0,0,0,0,0
2167,A,ORSOLINI,6,0,0,0,0,0,0,0,0,0,0,0,0
2719,A,BARROW,7,1,0,0,0,0,0,0,0,0,0,0,1
280,A,PALACIO,6.5,0,0,0,0,0,0,0,0,0,0,0,0
687,ALL,MIHAJLOVIC,6.5,0,0,0,0,0,0,0,0,0,0,0,0
BRESCIA,,,,,,,,,,,,,,,
