,Unnamed: 0,fixture_id,league_id,event_date,event_timestamp,round,status,status_short,home_team_id,home_team_name,away_team_id,away_team_name,goals_home_team,goals_away_team,winner
0,0,197933,712,2011-09-09T18:45:00+00:00,1315593900,2,Match Finished,FT,489,AC Milan,487,Lazio,2,2,draw
1,1,197934,712,2011-09-10T18:45:00+00:00,1315680300,2,Match Finished,FT,509,Cesena,492,Napoli,1,3,Napoli
2,2,197935,712,2011-09-11T10:30:00+00:00,1315737000,2,Match Finished,FT,496,Juventus,523,Parma,4,1,Juventus
3,3,197936,712,2011-09-11T13:00:00+00:00,1315746000,2,Match Finished,FT,1580,Catania,1583,Robur Siena,0,0,draw
4,4,197937,712,2011-09-11T13:00:00+00:00,1315746000,2,Match Finished,FT,491,Chievo,513,Novara,2,2,draw
5,5,197938,712,2011-09-11T13:00:00+00:00,1315746000,2,Match Finished,FT,502,Fiorentina,500,Bologna,2,0,Fiorentina
6,6,197939,712,2011-09-11T13:00:00+00:00,1315746000,2,Match Finished,FT,495,Genoa,499,Atalanta,2,2,draw
7,7,197940,712,2011-09-11T13:00:00+00:00,1315746000,2,Match Finished,FT,867,Lecce,494,Udinese,0,2,Udinese
8,8,197941,712,2011-09-11T13:00:00+00:00,1315746000,2,Match Finished,FT,497,AS Roma,490,Cagliari,1,2,Cagliari
9,9,197942,712,2011-09-11T18:45:00+00:00,1315766700,2,Match Finished,FT,522,Palermo,505,Inter,4,3,Palermo
10,10,197943,712,2011-09-17T16:00:00+00:00,1316275200,3,Match Finished,FT,490,Cagliari,513,Novara,2,1,Cagliari
11,11,197944,712,2011-09-17T18:45:00+00:00,1316285100,3,Match Finished,FT,505,Inter,497,AS Roma,0,0,draw
12,12,197945,712,2011-09-18T10:30:00+00:00,1316341800,3,Match Finished,FT,499,Atalanta,522,Palermo,1,0,Atalanta
13,13,197946,712,2011-09-18T13:00:00+00:00,1316350800,3,Match Finished,FT,500,Bologna,867,Lecce,0,2,Lecce
14,14,197947,712,2011-09-18T13:00:00+00:00,1316350800,3,Match Finished,FT,1580,Catania,509,Cesena,1,0,Catania
15,15,197948,712,2011-09-18T13:00:00+00:00,1316350800,3,Match Finished,FT,487,Lazio,495,Genoa,1,2,Genoa
16,16,197949,712,2011-09-18T13:00:00+00:00,1316350800,3,Match Finished,FT,523,Parma,491,Chievo,2,1,Parma
17,17,197950,712,2011-09-18T13:00:00+00:00,1316350800,3,Match Finished,FT,1583,Robur Siena,496,Juventus,0,1,Juventus
18,18,197951,712,2011-09-18T13:00:00+00:00,1316350800,3,Match Finished,FT,494,Udinese,502,Fiorentina,2,0,Udinese
19,19,197952,712,2011-09-18T18:45:00+00:00,1316371500,3,Match Finished,FT,492,Napoli,489,AC Milan,3,1,Napoli
20,20,197953,712,2011-09-20T18:45:00+00:00,1316544300,4,Match Finished,FT,513,Novara,505,Inter,3,1,Novara
21,21,197954,712,2011-09-21T18:45:00+00:00,1316630700,4,Match Finished,FT,509,Cesena,487,Lazio,1,2,Lazio
22,22,197955,712,2011-09-21T18:45:00+00:00,1316630700,4,Match Finished,FT,491,Chievo,492,Napoli,1,0,Chievo
23,23,197956,712,2011-09-21T18:45:00+00:00,1316630700,4,Match Finished,FT,502,Fiorentina,523,Parma,3,0,Fiorentina
24,24,197957,712,2011-09-21T18:45:00+00:00,1316630700,4,Match Finished,FT,495,Genoa,1580,Catania,3,0,Genoa
25,25,197958,712,2011-09-21T18:45:00+00:00,1316630700,4,Match Finished,FT,496,Juventus,500,Bologna,1,1,draw
26,26,197959,712,2011-09-21T18:45:00+00:00,1316630700,4,Match Finished,FT,867,Lecce,499,Atalanta,1,2,Atalanta
27,27,197960,712,2011-09-21T18:45:00+00:00,1316630700,4,Match Finished,FT,489,AC Milan,494,Udinese,1,1,draw
28,28,197961,712,2011-09-21T18:45:00+00:00,1316630700,4,Match Finished,FT,522,Palermo,490,Cagliari,3,2,Palermo
29,29,197962,712,2011-09-22T18:45:00+00:00,1316717100,4,Match Finished,FT,497,AS Roma,1583,Robur Siena,1,1,draw
30,30,197963,712,2011-09-24T16:00:00+00:00,1316880000,5,Match Finished,FT,500,Bologna,505,Inter,1,3,Inter
31,31,197964,712,2011-09-24T18:45:00+00:00,1316889900,5,Match Finished,FT,489,AC Milan,509,Cesena,1,0,AC Milan
32,32,197965,712,2011-09-24T18:45:00+00:00,1316889900,5,Match Finished,FT,492,Napoli,502,Fiorentina,0,0,draw
33,33,197966,712,2011-09-25T10:30:00+00:00,1316946600,5,Match Finished,FT,491,Chievo,495,Genoa,2,1,Chievo
34,34,197967,712,2011-09-25T13:00:00+00:00,1316955600,5,Match Finished,FT,499,Atalanta,513,Novara,2,1,Atalanta
35,35,197968,712,2011-09-25T13:00:00+00:00,1316955600,5,Match Finished,FT,490,Cagliari,494,Udinese,0,0,draw
36,36,197969,712,2011-09-25T13:00:00+00:00,1316955600,5,Match Finished,FT,1580,Catania,496,Juventus,1,1,draw
37,37,197970,712,2011-09-25T13:00:00+00:00,1316955600,5,Match Finished,FT,487,Lazio,522,Palermo,0,0,draw
38,38,197971,712,2011-09-25T13:00:00+00:00,1316955600,5,Match Finished,FT,1583,Robur Siena,867,Lecce,3,0,Robur Siena
39,39,197972,712,2011-09-25T18:45:00+00:00,1316976300,5,Match Finished,FT,523,Parma,497,AS Roma,0,1,AS Roma
40,40,197973,712,2011-10-01T16:00:00+00:00,1317484800,6,Match Finished,FT,497,AS Roma,499,Atalanta,3,1,AS Roma
41,41,197974,712,2011-10-01T18:45:00+00:00,1317494700,6,Match Finished,FT,505,Inter,492,Napoli,0,3,Napoli
42,42,197975,712,2011-10-02T10:30:00+00:00,1317551400,6,Match Finished,FT,513,Novara,1580,Catania,3,3,draw
43,43,197976,712,2011-10-02T13:00:00+00:00,1317560400,6,Match Finished,FT,509,Cesena,491,Chievo,0,0,draw
44,44,197977,712,2011-10-02T13:00:00+00:00,1317560400,6,Match Finished,FT,502,Fiorentina,487,Lazio,1,2,Lazio
45,45,197978,712,2011-10-02T13:00:00+00:00,1317560400,6,Match Finished,FT,867,Lecce,490,Cagliari,0,2,Cagliari
46,46,197979,712,2011-10-02T13:00:00+00:00,1317560400,6,Match Finished,FT,522,Palermo,1583,Robur Siena,2,0,Palermo
47,47,197980,712,2011-10-02T13:00:00+00:00,1317560400,6,Match Finished,FT,523,Parma,495,Genoa,3,1,Parma
48,48,197981,712,2011-10-02T13:00:00+00:00,1317560400,6,Match Finished,FT,494,Udinese,500,Bologna,2,0,Udinese
49,49,197982,712,2011-10-02T18:45:00+00:00,1317581100,6,Match Finished,FT,496,Juventus,489,AC Milan,2,0,Juventus
50,50,197983,712,2011-10-15T16:00:00+00:00,1318694400,7,Match Finished,FT,1580,Catania,505,Inter,2,1,Catania
51,51,197984,712,2011-10-15T18:45:00+00:00,1318704300,7,Match Finished,FT,489,AC Milan,522,Palermo,3,0,AC Milan
52,52,197985,712,2011-10-15T18:45:00+00:00,1318704300,7,Match Finished,FT,492,Napoli,523,Parma,1,2,Parma
53,53,197986,712,2011-10-16T10:30:00+00:00,1318761000,7,Match Finished,FT,509,Cesena,502,Fiorentina,0,0,draw
54,54,197987,712,2011-10-16T13:00:00+00:00,1318770000,7,Match Finished,FT,499,Atalanta,494,Udinese,0,0,draw
55,55,197988,712,2011-10-16T13:00:00+00:00,1318770000,7,Match Finished,FT,490,Cagliari,1583,Robur Siena,0,0,draw
56,56,197989,712,2011-10-16T13:00:00+00:00,1318770000,7,Match Finished,FT,491,Chievo,496,Juventus,0,0,draw
57,57,197990,712,2011-10-16T13:00:00+00:00,1318770000,7,Match Finished,FT,495,Genoa,867,Lecce,0,0,draw
58,58,197991,712,2011-10-16T13:00:00+00:00,1318770000,7,Match Finished,FT,513,Novara,500,Bologna,0,2,Bologna
59,59,197992,712,2011-10-16T18:45:00+00:00,1318790700,7,Match Finished,FT,487,Lazio,497,AS Roma,2,1,Lazio
60,60,197993,712,2011-10-22T16:00:00+00:00,1319299200,8,Match Finished,FT,502,Fiorentina,1580,Catania,2,2,draw
61,61,197994,712,2011-10-22T18:45:00+00:00,1319309100,8,Match Finished,FT,496,Juventus,495,Genoa,2,2,draw
62,62,197995,712,2011-10-23T10:30:00+00:00,1319365800,8,Match Finished,FT,867,Lecce,489,AC Milan,3,4,AC Milan
63,63,197996,712,2011-10-23T13:00:00+00:00,1319374800,8,Match Finished,FT,490,Cagliari,492,Napoli,0,0,draw
64,64,197997,712,2011-10-23T13:00:00+00:00,1319374800,8,Match Finished,FT,505,Inter,491,Chievo,1,0,Inter
65,65,197998,712,2011-10-23T13:00:00+00:00,1319374800,8,Match Finished,FT,523,Parma,499,Atalanta,1,2,Atalanta
66,66,197999,712,2011-10-23T13:00:00+00:00,1319374800,8,Match Finished,FT,497,AS Roma,522,Palermo,1,0,AS Roma
67,67,198000,712,2011-10-23T13:00:00+00:00,1319374800,8,Match Finished,FT,1583,Robur Siena,509,Cesena,2,0,Robur Siena
68,68,198001,712,2011-10-23T13:00:00+00:00,1319374800,8,Match Finished,FT,494,Udinese,513,Novara,3,0,Udinese
69,69,198002,712,2011-10-23T18:45:00+00:00,1319395500,8,Match Finished,FT,500,Bologna,487,Lazio,0,2,Lazio
70,70,198003,712,2011-10-25T18:45:00+00:00,1319568300,9,Match Finished,FT,496,Juventus,502,Fiorentina,2,1,Juventus
71,71,198008,712,2011-10-26T18:45:00+00:00,1319654700,9,Match Finished,FT,487,Lazio,1580,Catania,1,1,draw
72,72,198009,712,2011-10-26T18:45:00+00:00,1319654700,9,Match Finished,FT,489,AC Milan,523,Parma,4,1,AC Milan
73,73,198010,712,2011-10-26T18:45:00+00:00,1319654700,9,Match Finished,FT,492,Napoli,494,Udinese,2,0,Napoli
74,74,198011,712,2011-10-26T18:45:00+00:00,1319654700,9,Match Finished,FT,513,Novara,1583,Robur Siena,1,1,draw
75,75,198004,712,2011-10-26T18:45:00+00:00,1319654700,9,Match Finished,FT,499,Atalanta,505,Inter,1,1,draw
76,76,198005,712,2011-10-26T18:45:00+00:00,1319654700,9,Match Finished,FT,509,Cesena,490,Cagliari,1,1,draw
77,77,198006,712,2011-10-26T18:45:00+00:00,1319654700,9,Match Finished,FT,491,Chievo,500,Bologna,0,1,Bologna
78,78,198007,712,2011-10-26T18:45:00+00:00,1319654700,9,Match Finished,FT,495,Genoa,497,AS Roma,2,1,Genoa
79,79,198012,712,2011-10-27T18:45:00+00:00,1319741100,9,Match Finished,FT,522,Palermo,867,Lecce,2,0,Palermo
80,80,198013,712,2011-10-29T16:00:00+00:00,1319904000,10,Match Finished,FT,1580,Catania,492,Napoli,2,1,Catania
81,81,198014,712,2011-10-29T16:00:00+00:00,1319904000,10,Match Finished,FT,497,AS Roma,489,AC Milan,2,3,AC Milan
82,82,198015,712,2011-10-29T18:45:00+00:00,1319913900,10,Match Finished,FT,505,Inter,496,Juventus,1,2,Juventus
83,83,198016,712,2011-10-30T11:30:00+00:00,1319974200,10,Match Finished,FT,1583,Robur Siena,491,Chievo,4,1,Robur Siena
84,84,198017,712,2011-10-30T14:00:00+00:00,1319983200,10,Match Finished,FT,500,Bologna,499,Atalanta,3,1,Bologna
85,85,198018,712,2011-10-30T14:00:00+00:00,1319983200,10,Match Finished,FT,502,Fiorentina,495,Genoa,1,0,Fiorentina
86,86,198019,712,2011-10-30T14:00:00+00:00,1319983200,10,Match Finished,FT,867,Lecce,513,Novara,1,1,draw
87,87,198020,712,2011-10-30T14:00:00+00:00,1319983200,10,Match Finished,FT,523,Parma,509,Cesena,2,0,Parma
88,88,198021,712,2011-10-30T14:00:00+00:00,1319983200,10,Match Finished,FT,494,Udinese,522,Palermo,1,0,Udinese
89,89,198022,712,2011-10-30T19:45:00+00:00,1320003900,10,Match Finished,FT,490,Cagliari,487,Lazio,0,3,Lazio
