,Unnamed: 0,fixture_id,league_id,event_date,event_timestamp,round,status,status_short,home_team_id,home_team_name,away_team_id,away_team_name,goals_home_team,goals_away_team,winner
0,0,198303,713,2010-08-28T16:00:00+00:00,1283011200,1,Match Finished,FT,494,Udinese,495,Genoa,0,1,Genoa
1,1,198304,713,2010-08-28T18:45:00+00:00,1283021100,1,Match Finished,FT,497,AS Roma,509,Cesena,0,0,draw
2,2,198305,713,2010-08-29T16:00:00+00:00,1283097600,1,Match Finished,FT,508,Bari,496,Juventus,1,0,Bari
3,3,198306,713,2010-08-29T18:45:00+00:00,1283107500,1,Match Finished,FT,491,Chievo,1580,Catania,2,1,Chievo
4,4,198307,713,2010-08-29T18:45:00+00:00,1283107500,1,Match Finished,FT,489,AC Milan,867,Lecce,4,0,AC Milan
5,5,198308,713,2010-08-29T18:45:00+00:00,1283107500,1,Match Finished,FT,523,Parma,518,Brescia,2,0,Parma
6,6,198309,713,2010-08-29T18:45:00+00:00,1283107500,1,Match Finished,FT,498,Sampdoria,487,Lazio,2,0,Sampdoria
7,7,198310,713,2010-08-29T18:45:00+00:00,1283107500,1,Match Finished,FT,522,Palermo,490,Cagliari,0,0,draw
8,8,198311,713,2010-08-29T18:45:00+00:00,1283107500,1,Match Finished,FT,502,Fiorentina,492,Napoli,1,1,draw
9,9,198312,713,2010-08-30T18:45:00+00:00,1283193900,1,Match Finished,FT,500,Bologna,505,Inter,0,0,draw
10,10,198313,713,2010-09-11T16:00:00+00:00,1284220800,2,Match Finished,FT,505,Inter,494,Udinese,2,1,Inter
11,11,198314,713,2010-09-11T18:45:00+00:00,1284230700,2,Match Finished,FT,490,Cagliari,497,AS Roma,5,1,Cagliari
12,12,198315,713,2010-09-11T18:45:00+00:00,1284230700,2,Match Finished,FT,509,Cesena,489,AC Milan,2,0,Cesena
13,13,198316,713,2010-09-12T10:30:00+00:00,1284287400,2,Match Finished,FT,518,Brescia,522,Palermo,3,2,Brescia
14,14,198317,713,2010-09-12T13:00:00+00:00,1284296400,2,Match Finished,FT,1580,Catania,523,Parma,2,1,Catania
15,15,198318,713,2010-09-12T13:00:00+00:00,1284296400,2,Match Finished,FT,495,Genoa,491,Chievo,1,3,Chievo
16,16,198319,713,2010-09-12T13:00:00+00:00,1284296400,2,Match Finished,FT,496,Juventus,498,Sampdoria,3,3,draw
17,17,198320,713,2010-09-12T13:00:00+00:00,1284296400,2,Match Finished,FT,487,Lazio,500,Bologna,3,1,Lazio
18,18,198321,713,2010-09-12T13:00:00+00:00,1284296400,2,Match Finished,FT,867,Lecce,502,Fiorentina,1,0,Lecce
19,19,198322,713,2010-09-12T18:45:00+00:00,1284317100,2,Match Finished,FT,492,Napoli,508,Bari,2,2,draw
20,20,198323,713,2010-09-18T16:00:00+00:00,1284825600,3,Match Finished,FT,502,Fiorentina,487,Lazio,1,2,Lazio
21,21,198324,713,2010-09-18T18:45:00+00:00,1284835500,3,Match Finished,FT,489,AC Milan,1580,Catania,1,1,draw
22,22,198325,713,2010-09-19T10:30:00+00:00,1284892200,3,Match Finished,FT,508,Bari,490,Cagliari,0,0,draw
23,23,198326,713,2010-09-19T13:00:00+00:00,1284901200,3,Match Finished,FT,491,Chievo,518,Brescia,0,1,Brescia
24,24,198327,713,2010-09-19T13:00:00+00:00,1284901200,3,Match Finished,FT,509,Cesena,867,Lecce,1,0,Cesena
25,25,198328,713,2010-09-19T13:00:00+00:00,1284901200,3,Match Finished,FT,523,Parma,495,Genoa,1,1,draw
26,26,198329,713,2010-09-19T13:00:00+00:00,1284901200,3,Match Finished,FT,497,AS Roma,500,Bologna,2,2,draw
27,27,198330,713,2010-09-19T13:00:00+00:00,1284901200,3,Match Finished,FT,494,Udinese,496,Juventus,0,4,Juventus
28,28,198331,713,2010-09-19T13:00:00+00:00,1284901200,3,Match Finished,FT,522,Palermo,505,Inter,1,2,Inter
29,29,198332,713,2010-09-19T18:45:00+00:00,1284921900,3,Match Finished,FT,498,Sampdoria,492,Napoli,1,2,Napoli
30,30,198333,713,2010-09-22T18:45:00+00:00,1285181100,4,Match Finished,FT,518,Brescia,497,AS Roma,2,1,Brescia
31,31,198334,713,2010-09-22T18:45:00+00:00,1285181100,4,Match Finished,FT,490,Cagliari,498,Sampdoria,0,0,draw
32,32,198335,713,2010-09-22T18:45:00+00:00,1285181100,4,Match Finished,FT,1580,Catania,509,Cesena,2,0,Catania
33,33,198336,713,2010-09-22T18:45:00+00:00,1285181100,4,Match Finished,FT,495,Genoa,502,Fiorentina,1,1,draw
34,34,198337,713,2010-09-22T18:45:00+00:00,1285181100,4,Match Finished,FT,505,Inter,508,Bari,4,0,Inter
35,35,198338,713,2010-09-22T18:45:00+00:00,1285181100,4,Match Finished,FT,487,Lazio,489,AC Milan,1,1,draw
36,36,198339,713,2010-09-22T18:45:00+00:00,1285181100,4,Match Finished,FT,867,Lecce,523,Parma,1,1,draw
37,37,198340,713,2010-09-22T18:45:00+00:00,1285181100,4,Match Finished,FT,500,Bologna,494,Udinese,2,1,Bologna
38,38,198341,713,2010-09-22T18:45:00+00:00,1285181100,4,Match Finished,FT,492,Napoli,491,Chievo,1,3,Chievo
39,39,198342,713,2010-09-23T18:45:00+00:00,1285267500,4,Match Finished,FT,496,Juventus,522,Palermo,1,3,Palermo
40,40,198343,713,2010-09-25T16:00:00+00:00,1285430400,5,Match Finished,FT,489,AC Milan,495,Genoa,1,0,AC Milan
41,41,198344,713,2010-09-25T18:45:00+00:00,1285440300,5,Match Finished,FT,497,AS Roma,505,Inter,1,0,AS Roma
42,42,198345,713,2010-09-26T10:30:00+00:00,1285497000,5,Match Finished,FT,509,Cesena,492,Napoli,1,4,Napoli
43,43,198346,713,2010-09-26T13:00:00+00:00,1285506000,5,Match Finished,FT,508,Bari,518,Brescia,2,1,Bari
44,44,198347,713,2010-09-26T13:00:00+00:00,1285506000,5,Match Finished,FT,491,Chievo,487,Lazio,0,1,Lazio
45,45,198348,713,2010-09-26T13:00:00+00:00,1285506000,5,Match Finished,FT,1580,Catania,500,Bologna,1,1,draw
