,Unnamed: 0,fixture_id,league_id,event_date,event_timestamp,round,status,status_short,home_team_id,home_team_name,away_team_id,away_team_name,goals_home_team,goals_away_team,winner
0,0,21665,66,2016-08-20T16:00:00+00:00,1471708800,1,Match Finished,FT,497,AS Roma,494,Udinese,4,0,AS Roma
1,1,21664,66,2016-08-20T18:45:00+00:00,1471718700,1,Match Finished,FT,496,Juventus,502,Fiorentina,2,1,Juventus
2,2,21663,66,2016-08-21T16:00:00+00:00,1471795200,1,Match Finished,FT,489,AC Milan,503,Torino,3,2,AC Milan
3,3,21656,66,2016-08-21T18:45:00+00:00,1471805100,1,Match Finished,FT,499,Atalanta,487,Lazio,3,4,Lazio
4,4,21657,66,2016-08-21T18:45:00+00:00,1471805100,1,Match Finished,FT,500,Bologna,501,Crotone,1,0,Bologna
5,5,21658,66,2016-08-21T18:45:00+00:00,1471805100,1,Match Finished,FT,491,Chievo,505,Inter,2,0,Chievo
6,6,21659,66,2016-08-21T18:45:00+00:00,1471805100,1,Match Finished,FT,511,Empoli,498,Sampdoria,0,1,Sampdoria
7,7,21660,66,2016-08-21T18:45:00+00:00,1471805100,1,Match Finished,FT,495,Genoa,490,Cagliari,3,1,Genoa
8,8,21661,66,2016-08-21T18:45:00+00:00,1471805100,1,Match Finished,FT,522,Palermo,488,Sassuolo,0,1,Sassuolo
9,9,21662,66,2016-08-21T18:45:00+00:00,1471805100,1,Match Finished,FT,525,Pescara,492,Napoli,2,2,draw
10,10,21655,66,2016-08-27T16:00:00+00:00,1472313600,2,Match Finished,FT,487,Lazio,496,Juventus,0,1,Juventus
11,11,21654,66,2016-08-27T18:45:00+00:00,1472323500,2,Match Finished,FT,492,Napoli,489,AC Milan,4,2,Napoli
12,12,21653,66,2016-08-28T16:00:00+00:00,1472400000,2,Match Finished,FT,505,Inter,522,Palermo,1,1,draw
13,13,21646,66,2016-08-28T18:45:00+00:00,1472409900,2,Match Finished,FT,490,Cagliari,497,AS Roma,2,2,draw
14,14,21647,66,2016-08-28T18:45:00+00:00,1472409900,2,Match Finished,FT,501,Crotone,495,Genoa,1,3,Genoa
15,15,21648,66,2016-08-28T18:45:00+00:00,1472409900,2,Match Finished,FT,502,Fiorentina,491,Chievo,1,0,Fiorentina
16,16,21649,66,2016-08-28T18:45:00+00:00,1472409900,2,Match Finished,FT,498,Sampdoria,499,Atalanta,2,1,Sampdoria
17,17,21650,66,2016-08-28T18:45:00+00:00,1472409900,2,Match Finished,FT,488,Sassuolo,525,Pescara,0,3,Pescara
18,18,21651,66,2016-08-28T18:45:00+00:00,1472409900,2,Match Finished,FT,503,Torino,500,Bologna,5,1,Torino
19,19,21652,66,2016-08-28T18:45:00+00:00,1472409900,2,Match Finished,FT,494,Udinese,511,Empoli,2,0,Udinese
20,20,21645,66,2016-09-10T16:00:00+00:00,1473523200,3,Match Finished,FT,496,Juventus,488,Sassuolo,3,1,Juventus
21,21,21644,66,2016-09-10T18:45:00+00:00,1473533100,3,Match Finished,FT,522,Palermo,492,Napoli,0,3,Napoli
22,22,21643,66,2016-09-11T10:30:00+00:00,1473589800,3,Match Finished,FT,500,Bologna,490,Cagliari,2,1,Bologna
23,23,21639,66,2016-09-11T13:00:00+00:00,1473598800,3,Match Finished,FT,489,AC Milan,494,Udinese,0,1,Udinese
24,24,21640,66,2016-09-11T13:00:00+00:00,1473598800,3,Match Finished,FT,499,Atalanta,503,Torino,2,1,Atalanta
25,25,21641,66,2016-09-11T13:00:00+00:00,1473598800,3,Match Finished,FT,491,Chievo,487,Lazio,1,1,draw
26,26,21642,66,2016-09-11T13:00:00+00:00,1473598800,3,Match Finished,FT,497,AS Roma,498,Sampdoria,3,2,AS Roma
27,27,21638,66,2016-09-11T18:45:00+00:00,1473619500,3,Match Finished,FT,525,Pescara,505,Inter,1,2,Inter
28,28,21637,66,2016-09-12T18:45:00+00:00,1473705900,3,Match Finished,FT,511,Empoli,501,Crotone,2,1,Empoli
29,29,21636,66,2016-09-16T18:45:00+00:00,1474051500,4,Match Finished,FT,498,Sampdoria,489,AC Milan,0,1,AC Milan
30,30,21635,66,2016-09-17T16:00:00+00:00,1474128000,4,Match Finished,FT,487,Lazio,525,Pescara,3,0,Lazio
31,31,21634,66,2016-09-17T18:45:00+00:00,1474137900,4,Match Finished,FT,492,Napoli,500,Bologna,3,1,Napoli
32,32,21633,66,2016-09-18T10:30:00+00:00,1474194600,4,Match Finished,FT,494,Udinese,491,Chievo,1,2,Chievo
33,33,21629,66,2016-09-18T13:00:00+00:00,1474203600,4,Match Finished,FT,490,Cagliari,499,Atalanta,3,0,Cagliari
34,34,21630,66,2016-09-18T13:00:00+00:00,1474203600,4,Match Finished,FT,501,Crotone,522,Palermo,1,1,draw
35,35,21631,66,2016-09-18T13:00:00+00:00,1474203600,4,Match Finished,FT,488,Sassuolo,495,Genoa,2,0,Sassuolo
36,36,21632,66,2016-09-18T13:00:00+00:00,1474203600,4,Match Finished,FT,503,Torino,511,Empoli,0,0,draw
37,37,21628,66,2016-09-18T16:00:00+00:00,1474214400,4,Match Finished,FT,505,Inter,496,Juventus,2,1,Inter
38,38,21627,66,2016-09-18T18:45:00+00:00,1474224300,4,Match Finished,FT,502,Fiorentina,497,AS Roma,1,0,Fiorentina
39,39,21626,66,2016-09-20T18:45:00+00:00,1474397100,5,Match Finished,FT,489,AC Milan,487,Lazio,2,0,AC Milan
40,40,21625,66,2016-09-21T16:30:00+00:00,1474475400,5,Match Finished,FT,500,Bologna,498,Sampdoria,2,0,Bologna
41,41,21617,66,2016-09-21T18:45:00+00:00,1474483500,5,Match Finished,FT,499,Atalanta,522,Palermo,0,1,Palermo
42,42,21618,66,2016-09-21T18:45:00+00:00,1474483500,5,Match Finished,FT,491,Chievo,488,Sassuolo,2,1,Chievo
43,43,21619,66,2016-09-21T18:45:00+00:00,1474483500,5,Match Finished,FT,511,Empoli,505,Inter,0,2,Inter
44,44,21620,66,2016-09-21T18:45:00+00:00,1474483500,5,Match Finished,FT,495,Genoa,492,Napoli,0,0,draw
45,45,21621,66,2016-09-21T18:45:00+00:00,1474483500,5,Match Finished,FT,496,Juventus,490,Cagliari,4,0,Juventus
46,46,21622,66,2016-09-21T18:45:00+00:00,1474483500,5,Match Finished,FT,525,Pescara,503,Torino,0,0,draw
47,47,21623,66,2016-09-21T18:45:00+00:00,1474483500,5,Match Finished,FT,497,AS Roma,501,Crotone,4,0,AS Roma
48,48,21624,66,2016-09-21T18:45:00+00:00,1474483500,5,Match Finished,FT,494,Udinese,502,Fiorentina,2,2,draw
49,49,21616,66,2016-09-24T16:00:00+00:00,1474732800,6,Match Finished,FT,522,Palermo,496,Juventus,0,1,Juventus
50,50,21615,66,2016-09-24T18:45:00+00:00,1474742700,6,Match Finished,FT,492,Napoli,491,Chievo,2,0,Napoli
51,51,21614,66,2016-09-25T10:30:00+00:00,1474799400,6,Match Finished,FT,503,Torino,497,AS Roma,3,1,Torino
52,52,21610,66,2016-09-25T13:00:00+00:00,1474808400,6,Match Finished,FT,495,Genoa,525,Pescara,1,1,draw
53,53,21611,66,2016-09-25T13:00:00+00:00,1474808400,6,Match Finished,FT,505,Inter,500,Bologna,1,1,draw
54,54,21612,66,2016-09-25T13:00:00+00:00,1474808400,6,Match Finished,FT,487,Lazio,511,Empoli,2,0,Lazio
55,55,21613,66,2016-09-25T13:00:00+00:00,1474808400,6,Match Finished,FT,488,Sassuolo,494,Udinese,1,0,Sassuolo
56,56,21609,66,2016-09-25T18:45:00+00:00,1474829100,6,Match Finished,FT,502,Fiorentina,489,AC Milan,0,0,draw
57,57,21608,66,2016-09-26T17:00:00+00:00,1474909200,6,Match Finished,FT,501,Crotone,499,Atalanta,1,3,Atalanta
58,58,21607,66,2016-09-26T19:00:00+00:00,1474916400,6,Match Finished,FT,490,Cagliari,498,Sampdoria,2,1,Cagliari
59,59,21606,66,2016-10-01T16:00:00+00:00,1475337600,7,Match Finished,FT,525,Pescara,491,Chievo,0,2,Chievo
60,60,21605,66,2016-10-01T18:45:00+00:00,1475347500,7,Match Finished,FT,494,Udinese,487,Lazio,0,3,Lazio
61,61,21604,66,2016-10-02T10:30:00+00:00,1475404200,7,Match Finished,FT,511,Empoli,496,Juventus,0,3,Juventus
62,62,21600,66,2016-10-02T13:00:00+00:00,1475413200,7,Match Finished,FT,499,Atalanta,492,Napoli,1,0,Atalanta
63,63,21601,66,2016-10-02T13:00:00+00:00,1475413200,7,Match Finished,FT,500,Bologna,495,Genoa,0,1,Genoa
64,64,21602,66,2016-10-02T13:00:00+00:00,1475413200,7,Match Finished,FT,490,Cagliari,501,Crotone,2,1,Cagliari
65,65,21603,66,2016-10-02T13:00:00+00:00,1475413200,7,Match Finished,FT,498,Sampdoria,522,Palermo,1,1,draw
66,66,21598,66,2016-10-02T16:00:00+00:00,1475424000,7,Match Finished,FT,489,AC Milan,488,Sassuolo,4,3,AC Milan
67,67,21599,66,2016-10-02T16:00:00+00:00,1475424000,7,Match Finished,FT,503,Torino,502,Fiorentina,2,1,Torino
