,team_id,team_name,matches_played,wins,draws,loses,goalsFor,goalsAgainst,avg_goalsFor,avg_goalsAgainst
0,502,Fiorentina,38,21,7,10,72,44,1.9,1.2
1,494,Udinese,38,18,12,8,59,45,1.6,1.2
2,496,Juventus,38,27,6,5,71,24,1.9,0.6
3,523,Parma,38,13,10,15,45,46,1.2,1.2
4,489,AC Milan,38,21,9,8,67,39,1.8,1.0
5,498,Sampdoria,38,11,10,17,43,51,1.1,1.3
6,499,Atalanta,38,11,9,18,39,56,1.0,1.5
7,487,Lazio,38,18,7,13,51,42,1.3,1.1
8,491,Chievo,38,12,9,17,37,52,1.0,1.4
9,500,Bologna,38,11,11,16,46,52,1.2,1.4
10,495,Genoa,38,8,14,16,38,52,1.0,1.4
11,490,Cagliari,38,12,11,15,43,55,1.1,1.4
12,522,Palermo,38,6,14,18,34,54,0.9,1.4
13,492,Napoli,38,23,9,6,73,36,1.9,0.9
14,525,Pescara,38,6,4,28,27,84,0.7,2.2
15,505,Inter,38,16,6,16,55,57,1.4,1.5
16,497,AS Roma,38,18,8,12,71,56,1.9,1.5
17,1580,Catania,38,15,11,12,50,46,1.3,1.2
18,1583,Robur Siena,38,9,9,20,36,57,0.9,1.5
19,503,Torino,38,8,16,14,46,55,1.2,1.4
